qacc	sacc	pident	qcovs	ppos	evalue	bitscore	sseqid	stitle
A0A1C3KEG1	tr|A0A1D3TCW0|A0A1D3TCW0_PLAMA	29.787	7	57.45	1.6	30.0	tr|A0A1D3TCW0|A0A1D3TCW0_PLAMA	tr|A0A1D3TCW0|A0A1D3TCW0_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_13035500 PE=4 SV=1
A0A1C3KEG1	tr|A0A1D3TFE8|A0A1D3TFE8_PLAMA	25.000	13	55.00	1.7	30.0	tr|A0A1D3TFE8|A0A1D3TFE8_PLAMA	tr|A0A1D3TFE8|A0A1D3TFE8_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_14074000 PE=4 SV=1
A0A1C3KEG1	tr|A0A1D3SN02|A0A1D3SN02_PLAMA	40.816	8	57.14	2.3	29.6	tr|A0A1D3SN02|A0A1D3SN02_PLAMA	tr|A0A1D3SN02|A0A1D3SN02_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_11051300 PE=4 SV=1
A0A1C3KEG1	tr|A0A1D3SPU1|A0A1D3SPU1_PLAMA	36.207	9	50.00	3.5	29.3	tr|A0A1D3SPU1|A0A1D3SPU1_PLAMA	tr|A0A1D3SPU1|A0A1D3SPU1_PLAMA Dynein beta chain, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_12051100 PE=4 SV=1
A0A1C3KEN0	tr|A0A1D3TCK0|A0A1D3TCK0_PLAMA	99.190	100	99.53	0.0	6086	tr|A0A1D3TCK0|A0A1D3TCK0_PLAMA	tr|A0A1D3TCK0|A0A1D3TCK0_PLAMA glutamate synthase (NADH) OS=Plasmodium malariae OX=5858 GN=PmUG01_13025000 PE=3 SV=1
A0A1C3KEN0	tr|A0A1D3JMJ8|A0A1D3JMJ8_PLAMA	41.935	3	53.76	4.86e-04	44.3	tr|A0A1D3JMJ8|A0A1D3JMJ8_PLAMA	tr|A0A1D3JMJ8|A0A1D3JMJ8_PLAMA TLD domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_07031300 PE=4 SV=1
A0A1C3KEN0	tr|A0A1D3JJJ8|A0A1D3JJJ8_PLAMA	32.203	4	54.24	5.38e-04	44.3	tr|A0A1D3JJJ8|A0A1D3JJJ8_PLAMA	tr|A0A1D3JJJ8|A0A1D3JJJ8_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_06018400 PE=4 SV=1
A0A1C3KEN0	tr|A0A1D3JJJ8|A0A1D3JJJ8_PLAMA	31.667	4	58.33	2.1	32.3	tr|A0A1D3JJJ8|A0A1D3JJJ8_PLAMA	tr|A0A1D3JJJ8|A0A1D3JJJ8_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_06018400 PE=4 SV=1
A0A1C3KEN0	tr|A0A1D3JK53|A0A1D3JK53_PLAMA	54.286	2	68.57	0.003	41.6	tr|A0A1D3JK53|A0A1D3JK53_PLAMA	tr|A0A1D3JK53|A0A1D3JK53_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_01019800 PE=4 SV=1
A0A1C3KEN0	tr|A0A1D3JK53|A0A1D3JK53_PLAMA	59.259	2	66.67	1.1	33.1	tr|A0A1D3JK53|A0A1D3JK53_PLAMA	tr|A0A1D3JK53|A0A1D3JK53_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_01019800 PE=4 SV=1
A0A1C3KEN0	tr|A0A1D3JK53|A0A1D3JK53_PLAMA	47.500	2	60.00	1.2	33.1	tr|A0A1D3JK53|A0A1D3JK53_PLAMA	tr|A0A1D3JK53|A0A1D3JK53_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_01019800 PE=4 SV=1
A0A1C3KEN0	tr|A0A1D3TEP1|A0A1D3TEP1_PLAMA	32.787	3	55.74	0.013	39.7	tr|A0A1D3TEP1|A0A1D3TEP1_PLAMA	tr|A0A1D3TEP1|A0A1D3TEP1_PLAMA separase OS=Plasmodium malariae OX=5858 GN=PmUG01_14046700 PE=4 SV=1
A0A1C3KEN0	tr|A0A1D3TEP1|A0A1D3TEP1_PLAMA	26.733	3	50.50	0.062	37.4	tr|A0A1D3TEP1|A0A1D3TEP1_PLAMA	tr|A0A1D3TEP1|A0A1D3TEP1_PLAMA separase OS=Plasmodium malariae OX=5858 GN=PmUG01_14046700 PE=4 SV=1
A0A1C3KEP4	tr|A0A1A8WDU0|A0A1A8WDU0_PLAMA	100.000	97	100.00	0.0	773	tr|A0A1A8WDU0|A0A1A8WDU0_PLAMA	tr|A0A1A8WDU0|A0A1A8WDU0_PLAMA Methionine aminopeptidase 2 OS=Plasmodium malariae OX=5858 GN=METAP2 PE=3 SV=1
A0A1C3KEP4	tr|A0A1A8W9L6|A0A1A8W9L6_PLAMA	22.388	68	50.00	8.94e-17	79.3	tr|A0A1A8W9L6|A0A1A8W9L6_PLAMA	tr|A0A1A8W9L6|A0A1A8W9L6_PLAMA Proliferation-associated protein 2g4, putative OS=Plasmodium malariae OX=5858 GN=PmlGA01_130024600 PE=4 SV=1
A0A1C3KEP4	tr|A0A1D3RHP9|A0A1D3RHP9_PLAMA	48.276	8	62.07	0.19	32.0	tr|A0A1D3RHP9|A0A1D3RHP9_PLAMA	tr|A0A1D3RHP9|A0A1D3RHP9_PLAMA Methionine aminopeptidase OS=Plasmodium malariae OX=5858 GN=PmUG01_10017200 PE=3 SV=1
A0A1C3KEP4	tr|A0A1A8VMQ1|A0A1A8VMQ1_PLAMA	32.308	17	43.08	4.4	26.9	tr|A0A1A8VMQ1|A0A1A8VMQ1_PLAMA	tr|A0A1A8VMQ1|A0A1A8VMQ1_PLAMA Sulfhydryl oxidase OS=Plasmodium malariae OX=5858 GN=ERV1 PE=4 SV=1
A0A1C3KEP4	tr|A0A1D3PAY7|A0A1D3PAY7_PLAMA	37.255	13	45.10	4.6	27.7	tr|A0A1D3PAY7|A0A1D3PAY7_PLAMA	tr|A0A1D3PAY7|A0A1D3PAY7_PLAMA Dopey N-terminal domain-containing protein OS=Plasmodium malariae OX=5858 GN=PmUG01_08050700 PE=3 SV=1
A0A1C3KEQ8	tr|A0A1D3TCP0|A0A1D3TCP0_PLAMA	99.685	100	99.76	0.0	2566	tr|A0A1D3TCP0|A0A1D3TCP0_PLAMA	tr|A0A1D3TCP0|A0A1D3TCP0_PLAMA DNA topoisomerase 2 OS=Plasmodium malariae OX=5858 GN=TOP2 PE=3 SV=1
A0A1C3KEQ8	tr|A0A1D3TCP0|A0A1D3TCP0_PLAMA	97.516	100	97.52	4.99e-93	330	tr|A0A1D3TCP0|A0A1D3TCP0_PLAMA	tr|A0A1D3TCP0|A0A1D3TCP0_PLAMA DNA topoisomerase 2 OS=Plasmodium malariae OX=5858 GN=TOP2 PE=3 SV=1
A0A1C3KEQ8	tr|A0A1A8WE70|A0A1A8WE70_PLAMA	23.636	19	44.55	2.81e-14	76.6	tr|A0A1A8WE70|A0A1A8WE70_PLAMA	tr|A0A1A8WE70|A0A1A8WE70_PLAMA DNA topoisomerase 2 OS=Plasmodium malariae OX=5858 GN=GyrB PE=3 SV=1
A0A1C3KEQ8	tr|A0A1D3SMX2|A0A1D3SMX2_PLAMA	33.333	5	52.56	0.093	35.8	tr|A0A1D3SMX2|A0A1D3SMX2_PLAMA	tr|A0A1D3SMX2|A0A1D3SMX2_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_11046300 PE=4 SV=1
A0A1C3KEQ8	tr|A0A1D3TCA4|A0A1D3TCA4_PLAMA	32.353	4	48.53	2.2	31.2	tr|A0A1D3TCA4|A0A1D3TCA4_PLAMA	tr|A0A1D3TCA4|A0A1D3TCA4_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_13016300 PE=4 SV=1
A0A1C3KEQ8	tr|A0A1D3JJN0|A0A1D3JJN0_PLAMA	33.766	5	51.95	6.6	29.6	tr|A0A1D3JJN0|A0A1D3JJN0_PLAMA	tr|A0A1D3JJN0|A0A1D3JJN0_PLAMA MMS19 nucleotide excision repair protein OS=Plasmodium malariae OX=5858 GN=PmUG01_06019900 PE=3 SV=1
A0A1C3KEU9	tr|A0A1D3TCX4|A0A1D3TCX4_PLAMA	99.355	100	99.57	0.0	941	tr|A0A1D3TCX4|A0A1D3TCX4_PLAMA	tr|A0A1D3TCX4|A0A1D3TCX4_PLAMA Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Plasmodium malariae OX=5858 GN=PmUG01_13028600 PE=3 SV=1
A0A1C3KEU9	tr|A0A1A8W923|A0A1A8W923_PLAMA	23.214	24	44.64	0.37	31.6	tr|A0A1A8W923|A0A1A8W923_PLAMA	tr|A0A1A8W923|A0A1A8W923_PLAMA Succinyl-CoA ligase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_13022600 PE=4 SV=1
A0A1C3KEU9	tr|A0A1D3TET3|A0A1D3TET3_PLAMA	38.462	8	61.54	1.8	29.3	tr|A0A1D3TET3|A0A1D3TET3_PLAMA	tr|A0A1D3TET3|A0A1D3TET3_PLAMA serine--tRNA ligase OS=Plasmodium malariae OX=5858 GN=PmUG01_14050800 PE=4 SV=1
A0A1C3KEU9	tr|A0A1A8W1F8|A0A1A8W1F8_PLAMA	50.000	5	68.18	2.6	28.9	tr|A0A1A8W1F8|A0A1A8W1F8_PLAMA	tr|A0A1A8W1F8|A0A1A8W1F8_PLAMA Vacuolar protein sorting-associated protein 51 homolog OS=Plasmodium malariae OX=5858 GN=PmUG01_11023000 PE=4 SV=1
A0A1C3KEV8	tr|A0A1D3TCR2|A0A1D3TCR2_PLAMA	79.013	98	81.85	0.0	2665	tr|A0A1D3TCR2|A0A1D3TCR2_PLAMA	tr|A0A1D3TCR2|A0A1D3TCR2_PLAMA diphosphoinositol-pentakisphosphate 1-kinase OS=Plasmodium malariae OX=5858 GN=PmUG01_13029800 PE=3 SV=1
A0A1C3KEV8	tr|A0A1D3TCR2|A0A1D3TCR2_PLAMA	92.376	98	93.27	0.0	1298	tr|A0A1D3TCR2|A0A1D3TCR2_PLAMA	tr|A0A1D3TCR2|A0A1D3TCR2_PLAMA diphosphoinositol-pentakisphosphate 1-kinase OS=Plasmodium malariae OX=5858 GN=PmUG01_13029800 PE=3 SV=1
A0A1C3KEV8	tr|A0A1D3TCS9|A0A1D3TCS9_PLAMA	54.839	7	59.14	5.02e-15	80.5	tr|A0A1D3TCS9|A0A1D3TCS9_PLAMA	tr|A0A1D3TCS9|A0A1D3TCS9_PLAMA Zinc finger protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_13034500 PE=4 SV=1
A0A1C3KEV8	tr|A0A1D3TCS9|A0A1D3TCS9_PLAMA	55.000	7	61.67	2.80e-07	54.7	tr|A0A1D3TCS9|A0A1D3TCS9_PLAMA	tr|A0A1D3TCS9|A0A1D3TCS9_PLAMA Zinc finger protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_13034500 PE=4 SV=1
A0A1C3KEV8	tr|A0A1D3TCS9|A0A1D3TCS9_PLAMA	50.000	7	75.00	8.20e-04	43.5	tr|A0A1D3TCS9|A0A1D3TCS9_PLAMA	tr|A0A1D3TCS9|A0A1D3TCS9_PLAMA Zinc finger protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_13034500 PE=4 SV=1
A0A1C3KEV8	tr|A0A1D3TCS9|A0A1D3TCS9_PLAMA	29.310	7	51.72	3.9	31.2	tr|A0A1D3TCS9|A0A1D3TCS9_PLAMA	tr|A0A1D3TCS9|A0A1D3TCS9_PLAMA Zinc finger protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_13034500 PE=4 SV=1
A0A1C3KEV8	tr|A0A1D3TCG0|A0A1D3TCG0_PLAMA	29.323	5	51.13	4.54e-14	77.0	tr|A0A1D3TCG0|A0A1D3TCG0_PLAMA	tr|A0A1D3TCG0|A0A1D3TCG0_PLAMA Zinc finger transcription factor, putative OS=Plasmodium malariae OX=5858 GN=KROX1 PE=4 SV=1
A0A1C3KEV8	tr|A0A1D3TED6|A0A1D3TED6_PLAMA	43.478	3	73.91	1.03e-08	58.9	tr|A0A1D3TED6|A0A1D3TED6_PLAMA	tr|A0A1D3TED6|A0A1D3TED6_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_14032000 PE=4 SV=1
A0A1C3KEV8	tr|A0A1D3SNQ4|A0A1D3SNQ4_PLAMA	43.860	3	84.21	1.87e-07	55.1	tr|A0A1D3SNQ4|A0A1D3SNQ4_PLAMA	tr|A0A1D3SNQ4|A0A1D3SNQ4_PLAMA OTU-like cysteine protease OS=Plasmodium malariae OX=5858 GN=PmUG01_12014400 PE=4 SV=1
A0A1C3KEV8	tr|A0A1D3SNQ4|A0A1D3SNQ4_PLAMA	43.103	3	84.48	3.96e-07	54.3	tr|A0A1D3SNQ4|A0A1D3SNQ4_PLAMA	tr|A0A1D3SNQ4|A0A1D3SNQ4_PLAMA OTU-like cysteine protease OS=Plasmodium malariae OX=5858 GN=PmUG01_12014400 PE=4 SV=1
A0A1C3KFG2	tr|A0A1A8W9K4|A0A1A8W9K4_PLAMA	98.948	100	99.37	0.0	1914	tr|A0A1A8W9K4|A0A1A8W9K4_PLAMA	tr|A0A1A8W9K4|A0A1A8W9K4_PLAMA Protein SEY1 homolog OS=Plasmodium malariae OX=5858 GN=SEY1 PE=3 SV=1
A0A1C3KFG2	tr|A0A1D3PBM7|A0A1D3PBM7_PLAMA	41.071	6	62.50	2.1	30.4	tr|A0A1D3PBM7|A0A1D3PBM7_PLAMA	tr|A0A1D3PBM7|A0A1D3PBM7_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_09024200 PE=4 SV=1
A0A1C3KFG2	tr|A0A1D3RJA0|A0A1D3RJA0_PLAMA	36.923	6	52.31	2.8	30.0	tr|A0A1D3RJA0|A0A1D3RJA0_PLAMA	tr|A0A1D3RJA0|A0A1D3RJA0_PLAMA Pyruvate kinase OS=Plasmodium malariae OX=5858 GN=PyKII PE=3 SV=1
A0A1C3KFG2	tr|A0A1D3TD71|A0A1D3TD71_PLAMA	32.099	9	51.85	3.4	29.6	tr|A0A1D3TD71|A0A1D3TD71_PLAMA	tr|A0A1D3TD71|A0A1D3TD71_PLAMA DnaJ protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_13036700 PE=4 SV=1
A0A1C3KFG2	tr|A0A1D3RI72|A0A1D3RI72_PLAMA	25.781	13	46.09	3.6	29.6	tr|A0A1D3RI72|A0A1D3RI72_PLAMA	tr|A0A1D3RI72|A0A1D3RI72_PLAMA RAP protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_10028600 PE=4 SV=1
A0A1C3KLS3	tr|A0A1A8VVC5|A0A1A8VVC5_PLAMA	98.120	100	99.25	0.0	523	tr|A0A1A8VVC5|A0A1A8VVC5_PLAMA	tr|A0A1A8VVC5|A0A1A8VVC5_PLAMA Anamorsin homolog OS=Plasmodium malariae OX=5858 GN=DRE2 PE=3 SV=1
A0A1C3KLS3	tr|A0A1D3TC54|A0A1D3TC54_PLAMA	37.500	18	58.33	0.45	29.6	tr|A0A1D3TC54|A0A1D3TC54_PLAMA	tr|A0A1D3TC54|A0A1D3TC54_PLAMA PIR Superfamily Protein OS=Plasmodium malariae OX=5858 GN=PmUG01_13011500 PE=4 SV=1
A0A1C3KLS3	tr|A0A1D3SQ71|A0A1D3SQ71_PLAMA	34.091	16	63.64	0.56	29.6	tr|A0A1D3SQ71|A0A1D3SQ71_PLAMA	tr|A0A1D3SQ71|A0A1D3SQ71_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_12016300 PE=4 SV=1
A0A1C3KLS3	tr|A0A1D3PAK0|A0A1D3PAK0_PLAMA	25.882	32	49.41	4.3	27.3	tr|A0A1D3PAK0|A0A1D3PAK0_PLAMA	tr|A0A1D3PAK0|A0A1D3PAK0_PLAMA CPSF (Cleavage and polyadenylation specific factor), subunit A, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_08038400 PE=4 SV=1
A0A1C3KLS3	tr|A0A1D3JLU4|A0A1D3JLU4_PLAMA	37.209	16	55.81	6.2	26.9	tr|A0A1D3JLU4|A0A1D3JLU4_PLAMA	tr|A0A1D3JLU4|A0A1D3JLU4_PLAMA Erythrocyte membrane-associated antigen, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_05038800 PE=4 SV=1
A0A1C3KLU4	tr|A0A1A8VR74|A0A1A8VR74_PLAMA	99.202	100	100.00	0.0	762	tr|A0A1A8VR74|A0A1A8VR74_PLAMA	tr|A0A1A8VR74|A0A1A8VR74_PLAMA ATPase ASNA1 homolog OS=Plasmodium malariae OX=5858 GN=PmUG01_05028700 PE=3 SV=1
A0A1C3KLU4	tr|A0A1D3TDA3|A0A1D3TDA3_PLAMA	31.148	16	50.82	0.038	34.7	tr|A0A1D3TDA3|A0A1D3TDA3_PLAMA	tr|A0A1D3TDA3|A0A1D3TDA3_PLAMA ATP-dependent Clp protease, putative OS=Plasmodium malariae OX=5858 GN=ClpC PE=4 SV=1
A0A1C3KLU4	tr|A0A1D3SQL1|A0A1D3SQL1_PLAMA	26.829	41	45.12	0.38	30.8	tr|A0A1D3SQL1|A0A1D3SQL1_PLAMA	tr|A0A1D3SQL1|A0A1D3SQL1_PLAMA Leucine carboxyl methyltransferase 1 OS=Plasmodium malariae OX=5858 GN=PmUG01_12077300 PE=3 SV=1
A0A1C3KLU4	tr|A0A1D3JMG9|A0A1D3JMG9_PLAMA	34.884	11	53.49	1.3	29.3	tr|A0A1D3JMG9|A0A1D3JMG9_PLAMA	tr|A0A1D3JMG9|A0A1D3JMG9_PLAMA Cytosolic Fe-S cluster assembly factor NBP35, putative OS=Plasmodium malariae OX=5858 GN=NBP35 PE=3 SV=1
A0A1C3KLU4	tr|A0A1D3SMJ2|A0A1D3SMJ2_PLAMA	35.294	9	70.59	2.6	28.5	tr|A0A1D3SMJ2|A0A1D3SMJ2_PLAMA	tr|A0A1D3SMJ2|A0A1D3SMJ2_PLAMA riboflavin kinase OS=Plasmodium malariae OX=5858 GN=PmUG01_11026900 PE=4 SV=1
A0A1C3KYB2	tr|A0A1D3PAV2|A0A1D3PAV2_PLAMA	92.601	100	92.60	0.0	827	tr|A0A1D3PAV2|A0A1D3PAV2_PLAMA	tr|A0A1D3PAV2|A0A1D3PAV2_PLAMA Enolase OS=Plasmodium malariae OX=5858 GN=ENO PE=3 SV=1
A0A1C3KYB2	tr|A0A1A8WE90|A0A1A8WE90_PLAMA	27.679	27	40.18	0.82	30.4	tr|A0A1A8WE90|A0A1A8WE90_PLAMA	tr|A0A1A8WE90|A0A1A8WE90_PLAMA N2,N2-dimethylguanosine tRNA methyltransferase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_14036000 PE=3 SV=1
A0A1C3KYB2	tr|A0A1A8W9T1|A0A1A8W9T1_PLAMA	35.417	12	58.33	1.3	29.6	tr|A0A1A8W9T1|A0A1A8W9T1_PLAMA	tr|A0A1A8W9T1|A0A1A8W9T1_PLAMA Elongation factor 2, putative OS=Plasmodium malariae OX=5858 GN=eEF2 PE=3 SV=1
A0A1C3KYB2	tr|A0A1D3TED8|A0A1D3TED8_PLAMA	32.258	14	45.16	2.2	28.9	tr|A0A1D3TED8|A0A1D3TED8_PLAMA	tr|A0A1D3TED8|A0A1D3TED8_PLAMA Uncharacterized protein OS=Plasmodium malariae OX=5858 GN=PmUG01_14036600 PE=4 SV=1
A0A1C3KYB2	tr|A0A1D3SQ15|A0A1D3SQ15_PLAMA	31.915	11	53.19	3.8	28.1	tr|A0A1D3SQ15|A0A1D3SQ15_PLAMA	tr|A0A1D3SQ15|A0A1D3SQ15_PLAMA WD repeat-containing protein 16, putative OS=Plasmodium malariae OX=5858 GN=WDR16 PE=4 SV=1
A0A1C3KYQ4	tr|A0A1C3KYQ4|A0A1C3KYQ4_PLAMA	100.000	100	100.00	0.0	1024	tr|A0A1C3KYQ4|A0A1C3KYQ4_PLAMA	tr|A0A1C3KYQ4|A0A1C3KYQ4_PLAMA Pre-mRNA-processing factor 19 OS=Plasmodium malariae OX=5858 GN=PRPF19 PE=3 SV=1
A0A1C3KYQ4	tr|A0A1D3JJK5|A0A1D3JJK5_PLAMA	26.908	53	43.37	8.31e-17	81.6	tr|A0A1D3JJK5|A0A1D3JJK5_PLAMA	tr|A0A1D3JJK5|A0A1D3JJK5_PLAMA WD repeat-containing protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_06014100 PE=4 SV=1
A0A1C3KYQ4	tr|A0A1D3JJK5|A0A1D3JJK5_PLAMA	22.078	53	40.69	2.07e-06	48.5	tr|A0A1D3JJK5|A0A1D3JJK5_PLAMA	tr|A0A1D3JJK5|A0A1D3JJK5_PLAMA WD repeat-containing protein, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_06014100 PE=4 SV=1
A0A1C3KYQ4	tr|A0A1A8VV39|A0A1A8VV39_PLAMA	24.312	54	43.12	5.13e-13	68.2	tr|A0A1A8VV39|A0A1A8VV39_PLAMA	tr|A0A1A8VV39|A0A1A8VV39_PLAMA Receptor for activated c kinase, putative OS=Plasmodium malariae OX=5858 GN=RACK PE=3 SV=1
A0A1C3KYQ4	tr|A0A1A8VV39|A0A1A8VV39_PLAMA	28.910	54	45.02	4.96e-11	62.4	tr|A0A1A8VV39|A0A1A8VV39_PLAMA	tr|A0A1A8VV39|A0A1A8VV39_PLAMA Receptor for activated c kinase, putative OS=Plasmodium malariae OX=5858 GN=RACK PE=3 SV=1
A0A1C3KYQ4	tr|A0A1A8VV39|A0A1A8VV39_PLAMA	24.066	54	44.40	2.37e-10	60.1	tr|A0A1A8VV39|A0A1A8VV39_PLAMA	tr|A0A1A8VV39|A0A1A8VV39_PLAMA Receptor for activated c kinase, putative OS=Plasmodium malariae OX=5858 GN=RACK PE=3 SV=1
A0A1C3KYQ4	tr|A0A1C3KLP5|A0A1C3KLP5_PLAMA	27.586	64	43.68	3.14e-12	65.9	tr|A0A1C3KLP5|A0A1C3KLP5_PLAMA	tr|A0A1C3KLP5|A0A1C3KLP5_PLAMA U5 snrnp-specific protein, putative OS=Plasmodium malariae OX=5858 GN=PmlGA01_050012300 PE=4 SV=1
A0A1C3KYQ4	tr|A0A1C3KLP5|A0A1C3KLP5_PLAMA	26.122	64	43.27	5.57e-09	55.8	tr|A0A1C3KLP5|A0A1C3KLP5_PLAMA	tr|A0A1C3KLP5|A0A1C3KLP5_PLAMA U5 snrnp-specific protein, putative OS=Plasmodium malariae OX=5858 GN=PmlGA01_050012300 PE=4 SV=1
A0A1C3KYQ4	tr|A0A1C3KLP5|A0A1C3KLP5_PLAMA	24.020	64	46.08	1.68e-08	54.7	tr|A0A1C3KLP5|A0A1C3KLP5_PLAMA	tr|A0A1C3KLP5|A0A1C3KLP5_PLAMA U5 snrnp-specific protein, putative OS=Plasmodium malariae OX=5858 GN=PmlGA01_050012300 PE=4 SV=1
A0A1C3KYQ4	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA	34.314	55	54.90	3.36e-10	60.8	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA Ribosome assembly protein 4, putative OS=Plasmodium malariae OX=5858 GN=RSA4 PE=4 SV=1
A0A1C3KYQ4	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA	22.687	55	38.51	4.86e-08	53.9	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA Ribosome assembly protein 4, putative OS=Plasmodium malariae OX=5858 GN=RSA4 PE=4 SV=1
A0A1C3KYQ4	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA	24.161	55	33.56	0.004	38.1	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA Ribosome assembly protein 4, putative OS=Plasmodium malariae OX=5858 GN=RSA4 PE=4 SV=1
A0A1C3KYQ4	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA	25.301	55	45.78	0.92	30.4	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA Ribosome assembly protein 4, putative OS=Plasmodium malariae OX=5858 GN=RSA4 PE=4 SV=1
A0A1C3KYQ4	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA	31.818	55	52.27	1.0	30.4	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA	tr|A0A1A8X5N2|A0A1A8X5N2_PLAMA Ribosome assembly protein 4, putative OS=Plasmodium malariae OX=5858 GN=RSA4 PE=4 SV=1
A0A1C3KYU6	tr|A0A1D3PAX0|A0A1D3PAX0_PLAMA	87.610	100	89.90	0.0	3330	tr|A0A1D3PAX0|A0A1D3PAX0_PLAMA	tr|A0A1D3PAX0|A0A1D3PAX0_PLAMA Aurora kinase OS=Plasmodium malariae OX=5858 GN=ARK2 PE=3 SV=1
A0A1C3KYU6	tr|A0A1D3TFL3|A0A1D3TFL3_PLAMA	34.317	13	51.66	9.14e-38	152	tr|A0A1D3TFL3|A0A1D3TFL3_PLAMA	tr|A0A1D3TFL3|A0A1D3TFL3_PLAMA Rac-beta serine/threonine protein kinase, putative OS=Plasmodium malariae OX=5858 GN=PmUG01_14080100 PE=4 SV=1
A0A1C3KYU6	tr|A0A1D3SP39|A0A1D3SP39_PLAMA	34.545	14	56.00	2.81e-34	139	tr|A0A1D3SP39|A0A1D3SP39_PLAMA	tr|A0A1D3SP39|A0A1D3SP39_PLAMA Calcium-dependent protein kinase 5, putative OS=Plasmodium malariae OX=5858 GN=CDPK5 PE=3 SV=1
A0A1C3KYU6	tr|A0A1D3PBV9|A0A1D3PBV9_PLAMA	35.606	17	53.03	3.57e-34	142	tr|A0A1D3PBV9|A0A1D3PBV9_PLAMA	tr|A0A1D3PBV9|A0A1D3PBV9_PLAMA Calcium-dependent protein kinase 7, putative OS=Plasmodium malariae OX=5858 GN=CDPK7 PE=3 SV=1
A0A1C3KYU6	tr|A0A1D3PBV9|A0A1D3PBV9_PLAMA	21.429	17	45.71	2.4	31.6	tr|A0A1D3PBV9|A0A1D3PBV9_PLAMA	tr|A0A1D3PBV9|A0A1D3PBV9_PLAMA Calcium-dependent protein kinase 7, putative OS=Plasmodium malariae OX=5858 GN=CDPK7 PE=3 SV=1
A0A1C3KYU6	tr|A0A1C3KA60|A0A1C3KA60_PLAMA	29.545	13	55.68	2.06e-33	135	tr|A0A1C3KA60|A0A1C3KA60_PLAMA	tr|A0A1C3KA60|A0A1C3KA60_PLAMA Calcium-dependent protein kinase 4, putative OS=Plasmodium malariae OX=5858 GN=CDPK4 PE=3 SV=1
A0A1C3KYV8	tr|A0A1D3PAW9|A0A1D3PAW9_PLAMA	97.170	68	99.06	2.24e-69	218	tr|A0A1D3PAW9|A0A1D3PAW9_PLAMA	tr|A0A1D3PAW9|A0A1D3PAW9_PLAMA Circumsporozoite protein OS=Plasmodium malariae OX=5858 GN=CSP PE=3 SV=1
A0A1C3KYV8	tr|A0A1D3PAW9|A0A1D3PAW9_PLAMA	98.936	68	100.00	8.30e-61	196	tr|A0A1D3PAW9|A0A1D3PAW9_PLAMA	tr|A0A1D3PAW9|A0A1D3PAW9_PLAMA Circumsporozoite protein OS=Plasmodium malariae OX=5858 GN=CSP PE=3 SV=1
